iter	Logloss
172	0.1358521906
173	0.1355717795
174	0.1352543781
175	0.1349140673
176	0.1346783421
177	0.1343025022
178	0.1340264282
179	0.1337731487
180	0.1335325773
181	0.1331698037
182	0.1328916471
183	0.1327672869
184	0.1326002272
185	0.1323496139
186	0.1321486013
187	0.1318773712
188	0.1315782558
189	0.1313692853
190	0.1311109635
191	0.1308520927
192	0.1305675795
193	0.1303717152
194	0.1300676559
195	0.1298897278
196	0.1297552353
197	0.1296257306
198	0.1294213269
199	0.1292298989
200	0.1288818367
201	0.1286189922
202	0.1284198586
203	0.1281917818
204	0.1280441194
205	0.1278386077
206	0.1273759119
207	0.1271581013
208	0.1268837952
209	0.1266372907
210	0.1263555663
211	0.126246462
212	0.1259921882
213	0.1256649855
214	0.1254811472
215	0.1252444159
216	0.1250423326
217	0.1247934316
218	0.1245177822
219	0.1241270428
220	0.1239153747
221	0.1237075139
222	0.123508212
223	0.1233249231
224	0.1231494578
225	0.1229456548
226	0.122649757
227	0.122469293
228	0.1222908763
229	0.1221232766
230	0.121988343
231	0.1217225979
232	0.1215562952
233	0.1214161019
234	0.1211669886
235	0.1208522269
236	0.1206082496
237	0.1203933358
238	0.1202080168
239	0.1200455276
240	0.1198648089
241	0.1196508593
242	0.1193851193
243	0.1192185776
244	0.1190651947
245	0.1189113397
246	0.1187211809
247	0.1185018322
248	0.1182434524
249	0.1180034346
250	0.1177535623
251	0.1176251449
252	0.1174531676
253	0.1172244119
254	0.1169291966
255	0.1167613436
256	0.1165524437
257	0.116406509
258	0.1162652742
259	0.1161249751
260	0.1160308583
261	0.1159212658
262	0.115694093
263	0.1154946196
264	0.115345395
265	0.1151289938
266	0.1150748364
267	0.1148961062
268	0.1147228261
269	0.1146238644
270	0.1145349331
271	0.1143873729
272	0.114227892
273	0.1141749071
274	0.1141252793
275	0.1140699559
276	0.1139071228
277	0.113859246
278	0.1137184555
279	0.1135743917
280	0.1133763424
281	0.1133039361
282	0.1131374294
283	0.1130088587
284	0.1127451338
285	0.1126273419
286	0.1124846508
287	0.1123649464
288	0.1122832816
289	0.1121238354
290	0.1119894345
291	0.111754555
292	0.1115671111
293	0.1114154647
294	0.1112819109
295	0.1111432867
296	0.1109692341
297	0.1107852596
298	0.1106529784
299	0.110504113
300	0.1102982065
301	0.110065599
302	0.1099203181
303	0.1097636818
304	0.1095926685
305	0.1094693477
306	0.1093484022
307	0.1091822939
308	0.109098426
309	0.109003022
310	0.1089065432
311	0.1087740725
312	0.1085886518
313	0.1085368189
314	0.1084100349
315	0.108229618
316	0.1081064892
317	0.1079947388
318	0.1078312261
319	0.1077129132
320	0.1076227324
321	0.10750514
322	0.107310266
323	0.1071321047
324	0.1069191501
325	0.1068603994
326	0.1067069074
327	0.1066088164
328	0.1064916947
329	0.1063814411
330	0.1062707055
331	0.1061649463
332	0.106070181
333	0.1058888252
334	0.1057265979
335	0.1055977034
336	0.1055420292
337	0.1054325373
338	0.1053856163
339	0.1052869942
340	0.1052212912
341	0.1051719128
342	0.1050739034
343	0.1049126868
344	0.1048501144
345	0.1046710203
346	0.1045466446
347	0.1044938564
348	0.1043818445
349	0.1043309562
350	0.1042075305
351	0.104131363
352	0.1040997835
353	0.1039897026
354	0.1038467326
355	0.1036633012
356	0.1035554787
357	0.1034428262
358	0.1033353352
359	0.1032281291
360	0.1031217839
361	0.1030173755
362	0.102969094
363	0.1029426984
364	0.1028469116
365	0.1027062851
366	0.1025633622
367	0.1024193032
368	0.1021899011
369	0.1021099439
370	0.1019274589
371	0.1018720066
372	0.1016865119
373	0.1015416517
374	0.1014437646
375	0.1012608155
376	0.1011621083
377	0.1010476286
378	0.1008654654
379	0.1007484551
380	0.1006972068
381	0.1005084697
382	0.1004598608
383	0.100334364
384	0.1002732164
385	0.1001551587
386	0.1000711049
387	0.09997423109
388	0.09980374959
389	0.09960360437
390	0.09949674394
391	0.09938970931
392	0.09925446094
393	0.09908351336
394	0.09898843994
395	0.09887748404
396	0.09882606549
397	0.0986865715
398	0.09856217745
399	0.09845870122
400	0.09840524667
401	0.09828558427
402	0.09816069946
403	0.09802284714
404	0.09792223639
405	0.09783495807
406	0.0977975574
407	0.09763754112
408	0.09757199406
409	0.09745700347
410	0.0974058044
411	0.09726203273
412	0.09713329815
413	0.09708647414
414	0.09694342489
415	0.09680644896
416	0.09671906808
417	0.09656270081
418	0.09643852343
419	0.09634191364
420	0.09621816123
421	0.09613443262
422	0.09607471098
423	0.0959720493
424	0.09577707832
425	0.09572702573
426	0.09564975914
427	0.09552930669
428	0.0954270791
429	0.09525214001
430	0.09516967627
431	0.09506364996
432	0.0949295868
433	0.09486666566
434	0.09471050908
435	0.09464661753
436	0.09450802531
437	0.09446464448
438	0.09435078263
439	0.09421535681
440	0.0940629458
441	0.09396893819
442	0.09384447249
443	0.09380959069
444	0.09372879645
445	0.09364480267
446	0.09353214389
447	0.09340071608
448	0.09322377824
449	0.09310784515
450	0.09301797795
451	0.0929700658
452	0.09285458359
453	0.09276413258
454	0.09263936043
455	0.09256378777
456	0.09242328417
457	0.09228568514
458	0.0921633644
459	0.09202250344
460	0.09192701878
461	0.0918056202
462	0.09168415127
463	0.09157379145
464	0.09150790619
465	0.09141868665
466	0.09134026433
467	0.09128157844
468	0.091221687
469	0.09118264292
470	0.0909722443
471	0.09089040217
472	0.09078199987
473	0.09069337324
474	0.09062530718
475	0.09056084357
476	0.09042466921
477	0.09032674462
478	0.09022469232
479	0.0902027445
480	0.09008793953
481	0.09000401828
482	0.08995247967
483	0.08987244039
484	0.0897957544
485	0.08967841623
486	0.08961673784
487	0.08950723796
488	0.08944121597
489	0.08941550822
490	0.08935025517
491	0.08925327742
492	0.08916631534
493	0.08908442182
494	0.08894753001
495	0.08889513154
496	0.08882336202
497	0.08874405549
498	0.08868837618
499	0.08859758112
500	0.08850983217
501	0.08843413106
502	0.08836073933
503	0.08827682018
504	0.08813808874
505	0.08807631833
506	0.08801244951
507	0.08794818636
508	0.08783390384
509	0.08773384363
510	0.08760746122
511	0.08752348895
512	0.08749130038
513	0.08740129643
514	0.0872898302
515	0.08722285516
516	0.08715400688
517	0.08709579612
518	0.08702361376
519	0.08691953751
520	0.08688499027
521	0.08678068755
522	0.08670201604
523	0.08658078101
524	0.08653821657
525	0.0864448909
526	0.08634982081
527	0.08625188878
528	0.08608769179
529	0.08606621502
530	0.0859785049
531	0.08595422662
532	0.08587144949
533	0.08582415697
534	0.08576128718
535	0.08563512429
536	0.08557606536
537	0.08552208991
538	0.08545396815
539	0.0854267786
540	0.08532361477
541	0.08524785087
542	0.08515221041
543	0.08508047626
544	0.0849959624
545	0.08487839227
546	0.08480398036
547	0.08473177471
548	0.08469708681
549	0.08455897345
550	0.08445895005
551	0.08432518252
552	0.08423191849
553	0.08410511138
554	0.08400803366
555	0.08392575495
556	0.08382402746
557	0.08374391041
558	0.08372737641
559	0.08361943973
560	0.0835630784
561	0.08348505231
562	0.08340793296
563	0.08329838761
564	0.08321897773
565	0.08311679287
566	0.08301125131
567	0.08294110229
568	0.08283360399
569	0.08281244478
570	0.08279757904
571	0.0826811422
572	0.08262803156
573	0.08254338974
574	0.08248655003
575	0.08241700273
576	0.08236406924
577	0.08230903267
578	0.08224051111
579	0.08210465805
580	0.08202337016
581	0.08194081903
582	0.08191575134
583	0.08181813268
584	0.08171910541
585	0.08160961555
586	0.08152165735
587	0.08145605895
588	0.08136846728
589	0.08129038912
590	0.08124053969
591	0.08122860751
592	0.0811641056
593	0.08114239302
594	0.08108718668
595	0.08100385345
596	0.08094186983
597	0.08087223661
598	0.08084984871
599	0.08078032798
600	0.08069078049
601	0.08058712795
602	0.08047339833
603	0.0803728076
604	0.08033909323
605	0.08026371599
606	0.08017603868
607	0.08008611035
608	0.07999313232
609	0.07987435239
610	0.07983517774
611	0.07976922751
612	0.07964726617
613	0.07958206085
614	0.0794771224
615	0.07942288539
616	0.07929766718
617	0.07923191432
618	0.07918685219
619	0.07912126713
620	0.07905786159
621	0.07899477142
622	0.07891960773
623	0.07880554824
624	0.07875875186
625	0.07864414399
626	0.07853509071
627	0.07844199649
628	0.07839621476
629	0.07832955736
630	0.0782860267
631	0.0782280578
632	0.07812840386
633	0.07803561427
634	0.0779514275
635	0.07787890436
636	0.07780385694
637	0.07773365535
638	0.07768447801
639	0.0775697734
640	0.07751422389
641	0.07745197047
642	0.07741581546
643	0.07736804168
644	0.07729957778
645	0.07725397508
646	0.07724122351
647	0.07719307681
648	0.0771638363
649	0.07711344446
650	0.07703436271
651	0.07698621443
652	0.07692631642
653	0.07688702845
654	0.07680911835
655	0.07676703019
656	0.07667447298
657	0.07662249402
658	0.0765245453
659	0.07646892281
660	0.07640200211
661	0.07632598081
662	0.07624780229
663	0.07618214402
664	0.07613079399
665	0.07608776752
666	0.07607822383
667	0.07597500321
668	0.07594219239
669	0.0758979849
670	0.07585244484
671	0.07581901828
672	0.07575865013
673	0.07570076074
674	0.07562421517
675	0.07558592005
676	0.07549725135
677	0.07544894807
678	0.07539683954
679	0.07532048099
680	0.07526871818
681	0.07517848023
682	0.07513792745
683	0.07507022272
684	0.07506054333
685	0.07498490714
686	0.07497688124
687	0.07491566539
688	0.07485762819
689	0.07479675498
690	0.0747827434
691	0.0747420995
692	0.07468709724
693	0.07461267237
694	0.07454021727
695	0.07450184528
696	0.07439565927
697	0.0743771965
698	0.07432306949
699	0.07426604208
700	0.07423333728
701	0.07418074657
702	0.07416700893
703	0.07414605309
704	0.07408902338
705	0.07403505982
706	0.07393568497
707	0.07385982004
708	0.07377285874
709	0.07373283575
710	0.07367770459
711	0.07362036606
712	0.07359493179
713	0.0735451164
714	0.07346755763
715	0.07336029818
716	0.07329536374
717	0.07323486081
718	0.07314001816
719	0.073131415
720	0.07309333119
721	0.07307979071
722	0.07302000779
723	0.07300258729
724	0.07295223631
725	0.07288667276
726	0.07282503946
727	0.07278384282
728	0.07270210414
729	0.07260735848
730	0.07255107134
731	0.07250141779
732	0.07244095455
733	0.07239746884
734	0.07239093108
735	0.07230271455
736	0.0722650625
737	0.07222854905
738	0.07219130002
739	0.07215118839
740	0.07208398471
741	0.07207055047
742	0.07204598177
743	0.07200702158
744	0.07197100051
745	0.07196347319
746	0.07194138202
747	0.07188930178
748	0.07183962957
749	0.07179904752
750	0.07173506698
751	0.07164628054
752	0.07158010099
753	0.07156893129
754	0.07149216546
755	0.07146517526
756	0.07140363544
757	0.07133777066
758	0.0712786861
759	0.0711617028
760	0.07109456851
761	0.07108043278
762	0.07103558309
763	0.07097801199
764	0.07091342939
765	0.07085414771
766	0.07077062743
767	0.0707372769
768	0.07066956593
769	0.070650509
770	0.07062849578
771	0.07058606459
772	0.07054332478
773	0.07053656681
774	0.07050137854
775	0.07045121284
776	0.0704372502
777	0.07042559864
778	0.07040001661
779	0.07036607909
780	0.07030106757
781	0.07022766993
782	0.07017630572
783	0.07009289548
784	0.07002714493
785	0.06998854477
786	0.06990752367
787	0.06988799559
788	0.06981035995
789	0.06977857662
790	0.06971038868
791	0.0696653803
792	0.06961152088
793	0.06954617725
794	0.0695204825
795	0.0694593804
796	0.06944179112
797	0.06940820092
798	0.0693160598
799	0.06923827772
800	0.06920923743
801	0.06914133533
802	0.06912268111
803	0.06911089868
804	0.06903242392
805	0.06897970929
806	0.0689300382
807	0.06888091283
808	0.06883283033
809	0.06877563382
810	0.06872605836
811	0.06868697095
812	0.06856913337
813	0.06852204861
814	0.06849232273
815	0.06845786236
816	0.06841381531
817	0.06839555132
818	0.06834780315
819	0.0682796982
820	0.06824554093
821	0.06822967093
822	0.06818427418
823	0.06816058249
824	0.0681238024
825	0.06811710948
826	0.06805971278
827	0.06798946227
828	0.06790189187
829	0.06785173225
830	0.06777611102
831	0.06773550856
832	0.06770412679
833	0.0676134745
834	0.06758513049
835	0.06754913739
836	0.06747744246
837	0.06744771443
838	0.06738954045
839	0.06733991961
840	0.06729183564
841	0.06726251172
842	0.06719018575
843	0.06711854644
844	0.06704689676
845	0.06696725624
846	0.06693688025
847	0.06687536678
848	0.0668249565
849	0.06677954715
850	0.06670704826
851	0.06665017165
852	0.06660379719
853	0.06658797647
854	0.06652860524
855	0.06649790521
856	0.06647581144
857	0.06640357983
858	0.0663430309
859	0.06630869178
860	0.06628887274
861	0.06625874263
862	0.06618832375
863	0.06614036794
864	0.06610936635
865	0.06603281963
866	0.06601765751
867	0.06600331849
868	0.06596648647
869	0.0659222267
870	0.06588854109
871	0.0658518977
872	0.06581341705
873	0.06576685904
874	0.06573208144
875	0.06570116777
876	0.0656426668
877	0.06560934054
878	0.06555193781
879	0.06554116916
880	0.06550926347
881	0.06550291415
882	0.06545144552
883	0.06537814507
884	0.06534457995
885	0.06532667486
886	0.06527047754
887	0.06523638027
888	0.06523211896
889	0.06517468949
890	0.06511880567
891	0.06508976401
892	0.06503873284
893	0.06498445194
894	0.06497552472
895	0.06496005902
896	0.0649549955
897	0.0649314956
898	0.06492099771
899	0.0648658785
900	0.06485474876
901	0.06481326283
902	0.06478325826
903	0.06473462372
904	0.06467740719
905	0.06461458502
906	0.06456446528
907	0.06451853752
908	0.06451497648
909	0.06444717059
910	0.06439537599
911	0.06438150426
912	0.06431742339
913	0.06430633377
914	0.06429721089
915	0.06425814332
916	0.06421339253
917	0.06420840628
918	0.06416968195
919	0.06410794931
920	0.06403559958
921	0.06402316176
922	0.06397840529
923	0.06392720851
924	0.06385426042
925	0.06382776423
926	0.06377202443
927	0.06372371108
928	0.0636966172
929	0.0636394512
930	0.06358944432
931	0.06354919095
932	0.0635141837
933	0.06345920801
934	0.06339944079
935	0.06332876265
936	0.06325891332
937	0.0631990041
938	0.06314274162
939	0.06311911825
940	0.06306627358
941	0.06301426609
942	0.06295402946
943	0.06291852854
944	0.06286103911
945	0.06280563892
946	0.06279501608
947	0.06275008977
948	0.06273072576
949	0.06267344377
950	0.06261580904
951	0.06256184555
952	0.06254467725
953	0.06250806077
954	0.06248216916
955	0.06244005064
956	0.06240592135
957	0.06235917935
958	0.06234702604
959	0.06230104138
960	0.0622546875
961	0.06219900584
962	0.06218784716
963	0.06214128597
964	0.06213019851
965	0.06206940596
966	0.062022555
967	0.06197807392
968	0.06195050402
969	0.06194231422
970	0.06187808215
971	0.06181919735
972	0.06180917226
973	0.06177140282
974	0.06175746754
975	0.06168980584
976	0.06164150557
977	0.06157595153
978	0.06152569413
979	0.06145096065
980	0.06139276589
981	0.06135455771
982	0.0612851682
983	0.06124640259
984	0.06120130429
985	0.06113648864
986	0.06110792899
987	0.06107535753
988	0.06101695839
989	0.06100358755
990	0.06094041287
991	0.06090617928
992	0.06085462414
993	0.06080430136
994	0.06079227511
995	0.0607362491
996	0.06069614668
997	0.06063953593
998	0.06060150112
999	0.06057044337
